류, 감귤, 조생귤, 1, 0, 200.0
류, 사과, 미얀마, 1, 0, 134.5
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
채류, 배추, 쌈배추, 1, 0, 125.0
과채류, 딸기, 설향, 1, 0, 1450.0
류, 단감, 부유, 1, 0, 230.0
과채류, 딸기, 설향, 1, 0, 220.0
류, 감귤, 조생귤, 1, 0, 246.0
과채류, 토마토, 토마토, 1, 0, 140.0
류, 감귤, 레드향, 1, 0, 386.66666
류, 단감, 부유, 1, 0, 280.0
류, 단감, 부유, 1, 0, 280.0
채소류, 마늘, 기타마늘, 1, 0, 200.0
류, 감귤, 조생귤, 1, 0, 192.0
류, 감귤, 비가림감귤, 1, 0, 140.0
, 감자, 기타감자, 1, 0, 70.0
, 감자, 기타감자, 1, 0, 50.0
과채류, 딸기, 설향, 1, 0, 360.0
류, 감귤, 조생귤, 1, 0, 204.0
채류, 배추, 기타배추, 1, 0, 75.0
류, 감귤, 기타감귤, 1, 0, 272.0
류, 감귤, 기타감귤, 1, 0, 200.0
채류, 고구마순, 건고구마순, 1, 0, 1450.0
류, 감귤, 천혜향, 1, 0, 433.33334
류, 감귤, 조생귤, 1, 0, 140.0
류, 가지, 가지, 1, 0, 340.0
 해조류, 미역, 물미역, 1, 0, 125.0
채소류, 대파, 대파, 1, 0, 210.0
류, 체리, 체리, 0, 0, 400.0
류, 단감, 부유, 1, 0, 180.0
류, 체리, 체리, 0, 0, 870.0
류, 배, 신고, 1, 0, 300.0
 해조류, 미역, 물미역, 1, 0, 212.5
류, 사과, 후지, 1, 0, 280.0
과채류, 방울토마토, 대추방울, 1, 0, 285.0
류, 사과, 후지, 1, 0, 135.0
류, 감귤, 천혜향, 1, 0, 400.0
류, 치커리, 레드치커리, 1, 0, 362.5
류, 사과, 로얄후지, 1, 0, 440.0
류, 감귤, 조생귤, 1, 0, 140.0
, 동부, 동부, 0, 0, 240.0
류, 감귤, 조생귤, 1, 0, 140.0
류, 포도, 샤인마스캇, 1, 0, 550.0
류, 로메인, 로메인, 1, 0, 245.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 218.75
류, 감귤, 레드향, 1, 0, 600.0
, 고구마, 기타, 1, 0, 125.0
 해조류, 미역, 물미역, 1, 0, 212.5
류, 적채, 적채, 1, 0, 133.0
류, 배, 신고, 1, 0, 154.0
류, 로메인, 통로메인, 1, 0, 625.0
류, 비트(붉은사탕무우), 비트, 1, 0, 95.0
류, 단감, 부유, 1, 0, 30.0
류, 감귤, 조생귤, 1, 0, 190.0
, 감자, 기타감자, 1, 0, 219.0
류, 포도, 기타포도, 1, 0, 750.0
류, 감귤, 조생귤, 1, 0, 164.0
류, 포도, 샤인마스캇, 1, 0, 550.0
류, 로메인, 통로메인, 1, 0, 625.0
채류, 양배추, 양배추, 1, 0, 71.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 256.25
채소류, 꽈리고추, 꽈리고추, 1, 0, 802.5
채소류, 꽈리고추, 꽈리고추, 1, 0, 802.5
류, 로메인, 통로메인, 1, 0, 645.0
채류, 시금치, 시금치, 1, 0, 173.0
류, 감귤, 천혜향, 1, 0, 500.0
류, 비트(붉은사탕무우), 비트, 1, 0, 130.0
류, 도라지, 기타도라지, 1, 0, 800.0
과채류, 딸기, 장희, 1, 0, 1000.0
류, 로메인, 통로메인, 1, 0, 660.0
채류, 부추, 일반부추, 1, 0, 565.0
류, 사과, 후지, 1, 0, 271.0
채류, 상추, 청상추, 1, 0, 455.0
류, 감귤, 조생귤, 1, 0, 262.0
류, 감귤, 조생귤, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 1200.0
류, 느타리버섯, 애느타리, 1, 0, 310.0
과채류, 딸기, 설향, 1, 0, 900.0
과채류, 딸기, 기타딸기, 1, 0, 1500.0
류, 취나물, 건취나물, 1, 0, 2300.0
류, 사과, 미시마, 1, 0, 230.0
과채류, 딸기, 설향, 1, 0, 675.0
류, 새송이, 새송이버섯, 1, 0, 325.0
류, 단감, 부유, 1, 0, 330.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 감귤, 조생귤, 1, 0, 120.0
과채류, 토마토, 토마토, 1, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 사과, 미얀마, 1, 0, 384.5
류, 양상추, 샤니레타스, 1, 0, 148.57143
채류, 배추, 쌈배추, 1, 0, 87.5
채류, 깻잎, 깻잎, 1, 0, 626.6667
채류, 깻잎, 깻잎, 1, 0, 850.0
류, 오이, 백다다기, 1, 0, 305.55554
류, 사과, 미얀마, 1, 0, 179.5
채소류, 풋고추, 녹광, 1, 0, 254.86726
류, 표고버섯, 표고버섯, 1, 0, 475.0
과채류, 토마토, 토마토, 1, 0, 400.0
류, 오이, 백다다기, 1, 0, 305.55554
과채류, 딸기, 죽향, 1, 0, 2750.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 사과, 미얀마, 1, 0, 190.0
, 고구마, 밤고구마, 1, 0, 106.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 73.333336
채류, 냉이, 일반냉이, 1, 0, 1207.5
류, 오이, 백다다기, 1, 0, 294.44446
류, 느타리버섯, 느타리버섯, 1, 0, 225.0
류, 사과, 미얀마, 1, 0, 224.5
과채류, 딸기, 설향, 1, 0, 1100.0
과채류, 토마토, 토마토, 1, 0, 240.0
채류, 깻잎, 깻잎, 1, 0, 883.3333
류, 사과, 후지, 1, 0, 250.0
류, 단감, 부유, 1, 0, 150.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 125.0
류, 오이, 취청, 1, 0, 610.0
류, 오이, 백다다기, 1, 0, 338.8889
과채류, 딸기, 설향, 1, 0, 1500.0
채류, 시금치, 시금치, 1, 0, 320.0
류, 사과, 미얀마, 1, 0, 275.0
, 고구마, 밤고구마, 1, 0, 106.0
류, 포도, 샤인마스캇, 1, 0, 550.0
채류, 상추, 적상추, 1, 0, 380.0
채류, 시금치, 시금치, 1, 0, 360.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 오이, 백다다기, 1, 0, 535.0
, 고구마, 기타, 1, 0, 160.0
채소류, 쪽파, 깐쪽파, 1, 0, 330.0
류, 사과, 미얀마, 1, 0, 284.5
류, 오이, 백다다기, 1, 0, 411.1111
과채류, 딸기, 설향, 1, 0, 950.0
채소류, 풋고추, 청양, 1, 0, 660.0
채류, 숙주나물, 숙주나물, 1, 0, 128.57143
채류, 배추, 쌈배추, 1, 0, 85.0
류, 사과, 미얀마, 1, 0, 279.5
류, 오이, 취청, 1, 0, 560.0
채류, 깻잎, 깻잎, 1, 0, 1333.3334
류, 감귤, 기타감귤, 1, 0, 170.0
과채류, 딸기, 설향, 1, 0, 700.0
채류, 숙주나물, 숙주나물, 1, 0, 128.57143
류, 콜라비(순무양배추), 적콜라비, 1, 0, 116.666664
채류, 열무, 열무, 1, 0, 237.5
채소류, 쪽파, 쪽파, 1, 0, 350.0
, 고구마, 밤고구마, 1, 0, 330.0
채소류, 대파, 대파, 1, 0, 200.0
류, 호박, 쥬키니호박, 1, 0, 182.0
채소류, 풋고추, 청양, 1, 0, 820.0
류, 표고버섯, 표고버섯, 1, 0, 600.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 시금치, 시금치, 1, 0, 380.0
채류, 열무, 열무, 1, 0, 237.5
류, 오이, 취청, 1, 0, 610.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 128.0
류, 호박, 쥬키니호박, 1, 0, 225.0
류, 만감, 한라봉, 1, 0, 410.0
채류, 열무, 열무, 1, 0, 237.5
채소류, 풋고추, 청양, 1, 0, 670.0
류, 오이, 취청, 1, 0, 670.0
채류, 시금치, 시금치, 1, 0, 260.0
과채류, 딸기, 기타딸기, 1, 0, 1400.0
류, 오이, 취청, 1, 0, 590.0
채소류, 쪽파, 깐쪽파, 1, 0, 340.0
채소류, 풋고추, 청양, 1, 0, 660.0
, 감자, 기타감자, 1, 0, 102.5
채류, 깻잎, 깻잎, 1, 0, 662.5
채소류, 풋고추, 청양, 1, 0, 920.0
류, 콜라비(순무양배추), 적콜라비, 1, 0, 116.666664
류, 호박, 애호박, 1, 0, 212.5
류, 호박, 애호박, 1, 0, 375.0
류, 팽이버섯, 팽이버섯, 1, 0, 284.0
채소류, 풋고추, 청양, 1, 0, 920.0
류, 표고버섯, 표고버섯, 1, 0, 325.0
류, 당근, 당근, 1, 0, 225.0
류, 호박, 쥬키니호박, 1, 0, 208.0
류, 호박, 쥬키니호박, 1, 0, 240.0
채류, 시금치, 시금치, 1, 0, 280.0
류, 표고버섯, 표고버섯, 1, 0, 575.0
류, 팽이버섯, 팽이버섯, 1, 0, 284.0
, 고구마, 밤고구마, 1, 0, 77.0
채소류, 풋고추, 오이고추, 1, 0, 600.0
류, 오이, 백다다기, 1, 0, 433.33334
채류, 깻잎, 깻잎, 1, 0, 500.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
류, 체리, 체리, 0, 0, 960.0
채류, 배추, 쌈배추, 1, 0, 125.0
류, 참다래(키위), 참다래, 1, 0, 400.0
류, 기타, 기타잡곡류, 0, 0, 240.0
과채류, 딸기, 설향, 1, 0, 1325.0
과채류, 딸기, 설향, 1, 0, 950.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 감귤, 조생귤, 1, 0, 192.0
과채류, 토마토, 토마토, 1, 0, 170.0
과채류, 딸기, 설향, 1, 0, 850.0
류, 단감, 부유, 1, 0, 182.0
과채류, 딸기, 설향, 1, 0, 1150.0
채소류, 마늘, 기타마늘, 1, 0, 141.0
류, 감귤, 조생귤, 1, 0, 150.0
과채류, 수박, 수박, 1, 0, 360.0
과채류, 토마토, 토마토, 1, 0, 200.0
류, 감귤, 레드향, 1, 0, 383.33334
, 고구마, 기타, 1, 0, 181.0
과채류, 딸기, 설향, 1, 0, 680.0
류, 감귤, 조생귤, 1, 0, 220.0
류, 감귤, 기타감귤, 1, 0, 404.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 배, 신고, 1, 0, 123.333336
류, 감귤, 기타감귤, 1, 0, 140.0
작물류, 참당귀, 참당귀, 1, 0, 2000.0
채류, 깻잎, 깻잎, 1, 0, 1760.0
채류, 깻잎, 깻잎, 1, 0, 1760.0
류, 배, 신고, 1, 0, 213.33333
류, 포도, 기타포도, 1, 0, 750.0
류, 사과, 후지, 1, 0, 135.0
류, 단감, 부유, 1, 0, 50.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 사과, 미시마, 1, 0, 380.0
류, 단감, 부유, 1, 0, 138.0
류, 배, 신고, 1, 0, 170.66667
류, 감귤, 조생귤, 1, 0, 280.0
류, 포도, 기타포도, 1, 0, 750.0
류, 사과, 미얀마, 1, 0, 252.5
류, 사과, 후지, 1, 0, 150.0
과채류, 딸기, 설향, 1, 0, 925.0
류, 사과, 미얀마, 1, 0, 108.0
과채류, 토마토, 토마토, 1, 0, 200.0
류, 배, 신고, 1, 0, 300.0
류, 도라지, 기타도라지, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 135.5
과채류, 딸기, 금실, 1, 0, 1150.0
류, 사과, 미얀마, 1, 0, 150.5
채소류, 꽈리고추, 꽈리고추, 1, 0, 802.5
채류, 시금치, 시금치, 1, 0, 170.0
류, 사과, 미얀마, 1, 0, 172.5
류, 감귤, 천혜향, 1, 0, 500.0
류, 사과, 미얀마, 1, 0, 165.0
, 고구마, 기타, 1, 0, 125.0
과채류, 딸기, 설향, 1, 0, 720.0
류, 사과, 미얀마, 1, 0, 219.5
류, 감귤, 조생귤, 1, 0, 160.0
류, 오이, 취청, 1, 0, 245.0
류, 표고버섯, 표고버섯, 1, 0, 437.5
, 콩, 콩, 0, 0, 240.0
류, 사과, 미얀마, 1, 0, 264.5
과채류, 딸기, 기타딸기, 1, 0, 1600.0
과채류, 딸기, 설향, 1, 0, 925.0
류, 사과, 미얀마, 1, 0, 275.0
류, 만감, 진지향, 1, 0, 404.0
류, 취나물, 건취나물, 1, 0, 1900.0
류, 감귤, 조생귤, 1, 0, 206.0
류, 오이, 백다다기, 1, 0, 318.0
류, 사과, 미얀마, 1, 0, 274.5
류, 감귤, 조생귤, 1, 0, 140.0
류, 바나나, 바나나, 1, 0, 246.15384
류, 바나나, 바나나, 1, 0, 246.15384
과채류, 방울토마토, 대추방울, 1, 0, 225.0
류, 체리, 체리, 1, 0, 960.0
과채류, 방울토마토, 대추방울, 1, 0, 266.66666
과채류, 방울토마토, 대추방울, 1, 0, 400.0
과채류, 딸기, 설향, 1, 0, 1700.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 237.5
류, 로메인, 통로메인, 1, 0, 625.0
과채류, 방울토마토, 대추방울, 1, 0, 466.66666
과채류, 토마토, 토마토, 1, 0, 240.0
과채류, 방울토마토, 대추방울, 1, 0, 400.0
류, 로메인, 통로메인, 1, 0, 580.0
과채류, 딸기, 기타딸기, 1, 0, 2600.0
류, 비트(붉은사탕무우), 비트, 1, 0, 80.0
채소류, 대파, 대파, 1, 0, 120.0
과채류, 토마토, 토마토, 1, 0, 240.0
류, 비트(붉은사탕무우), 비트, 1, 0, 110.0
과채류, 딸기, 설향, 1, 0, 1300.0
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 262.5
류, 케일, 쌈케일, 1, 0, 175.0
채류, 양배추, 양배추, 1, 0, 72.0
류, 로메인, 로메인, 1, 0, 340.0
과채류, 딸기, 기타딸기, 1, 0, 2800.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 적채, 적채, 1, 0, 100.0
류, 오이, 백다다기, 1, 0, 350.0
류, 오이, 백다다기, 1, 0, 550.0
류, 적채, 적채, 1, 0, 100.0
류, 무, 무말랭이, 1, 0, 650.0
류, 오이, 백다다기, 1, 0, 320.0
류, 오이, 백다다기, 1, 0, 560.0
류, 표고버섯, 표고버섯, 0, 0, 650.0
채소류, 홍고추, 홍고추, 1, 0, 340.0
과채류, 딸기, 설향, 1, 0, 700.0
과채류, 딸기, 설향, 1, 0, 1200.0
채류, 시금치, 시금치, 1, 0, 110.0
채류, 시금치, 시금치, 1, 0, 120.0
류, 단감, 부유, 1, 0, 170.0
류, 느타리버섯, 느타리버섯, 1, 0, 385.0
과채류, 딸기, 설향, 1, 0, 1500.0
류, 느타리버섯, 느타리버섯, 1, 0, 385.0
채류, 깻잎, 깻잎, 1, 0, 1350.0
과채류, 딸기, 장희, 1, 0, 1333.3334
과채류, 딸기, 설향, 1, 0, 1200.0
, 고구마, 밤고구마, 1, 0, 65.0
과채류, 딸기, 설향, 1, 0, 1100.0
채소류, 풋고추, 청양, 1, 0, 920.0
채류, 봄동배추, 봄동배추, 1, 0, 150.0
류, 양상추, 양상추, 1, 0, 327.5
류, 감귤, 조생귤, 1, 0, 80.0
과채류, 딸기, 설향, 1, 0, 720.0
과채류, 딸기, 설향, 1, 0, 700.0
채소류, 풋고추, 청양, 1, 0, 700.0
채소류, 쪽파, 깐쪽파, 1, 0, 480.0
채소류, 풋고추, 청양, 1, 0, 920.0
과채류, 딸기, 기타딸기, 1, 0, 1200.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 110.0
과채류, 토마토, 토마토, 1, 0, 280.0
류, 곶감, 감말랭이, 1, 0, 270.0
과채류, 딸기, 설향, 1, 0, 920.0
채소류, 쪽파, 깐쪽파, 1, 0, 550.0
채소류, 풋고추, 청양, 1, 0, 920.0
류, 사과, 미시마, 1, 0, 290.0
채류, 시금치, 시금치, 1, 0, 290.0
채소류, 풋고추, 청양, 1, 0, 920.0
류, 포도, 샤인마스캇, 1, 0, 600.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 비트(붉은사탕무우), 비트, 1, 0, 165.0
과채류, 딸기, 설향, 1, 0, 1400.0
채소류, 풋고추, 청양, 1, 0, 920.0
채류, 깻잎, 기타깻잎, 1, 0, 725.0
과채류, 토마토, 토마토, 1, 0, 240.0
류, 감귤, 기타감귤, 1, 0, 320.0
채류, 깻잎, 깻잎, 1, 0, 400.0
채류, 상추, 포기찹, 1, 0, 202.5
채소류, 쪽파, 깐쪽파, 1, 0, 500.0
류, 단감, 부유, 1, 0, 360.0
채류, 얼갈이배추, 알배기, 1, 0, 150.0
, 콩, 기타콩, 1, 0, 360.0
류, 적채, 적채, 1, 0, 100.0
류, 감귤, 비가림감귤, 1, 0, 220.0
류, 콜라비(순무양배추), 콜라비, 1, 0, 93.333336
류, 오이, 가시오이, 1, 0, 350.0
류, 오이, 취청, 1, 0, 630.0
채소류, 풋고추, 청양, 1, 0, 920.0
과채류, 딸기, 설향, 1, 0, 1120.0
채류, 양배추, 양배추, 1, 0, 76.25
채소류, 쪽파, 깐쪽파, 1, 0, 700.0
류, 감귤, 비가림감귤, 1, 0, 240.0
류, 단감, 부유, 1, 0, 360.0
류, 호박, 쥬키니호박, 1, 0, 240.0
채류, 깻잎, 깻잎, 1, 0, 783.3333
채류, 시금치, 시금치, 1, 0, 390.0
채류, 부추, 일반부추, 1, 0, 660.0
채소류, 쪽파, 쪽파, 1, 0, 230.0
채류, 배추, 쌈배추, 1, 0, 76.0
류, 적채, 적채, 1, 0, 110.0
류, 감귤, 레드향, 1, 0, 333.33334
류, 포도, 샤인마스캇, 1, 0, 775.0
채류, 미나리, 미나리, 1, 0, 160.0
류, 참다래(키위), 참다래, 1, 0, 840.0
류, 오이, 취청, 1, 0, 470.0
채류, 시금치, 시금치, 1, 0, 370.0
류, 호박, 쥬키니호박, 1, 0, 260.0
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
채류, 상추, 청상추, 1, 0, 211.0
과채류, 딸기, 설향, 1, 0, 830.0
채소류, 쪽파, 쪽파, 1, 0, 350.0
류, 호박, 쥬키니호박, 1, 0, 239.0
류, 호박, 애호박, 1, 0, 140.0
채류, 쌈추, 쌈추, 1, 0, 502.5
, 고구마, 밤고구마, 1, 0, 220.0
채류, 시금치, 시금치, 1, 0, 390.0
류, 오이, 취청, 1, 0, 330.0
과채류, 딸기, 설향, 1, 0, 820.0
채류, 깻잎, 깻잎, 1, 0, 1424.5
류, 감귤, 기타감귤, 1, 0, 210.0
채류, 깻잎, 기타깻잎, 1, 0, 212.5
채소류, 풋고추, 녹광, 1, 0, 550.0
채류, 깻잎, 깻잎, 1, 0, 1846.5
과채류, 방울토마토, 대추방울, 1, 0, 200.0
채류, 깻잎, 깻잎, 1, 0, 466.66666
류, 양송이, 양송이, 1, 0, 775.0
채소류, 홍고추, 홍청양, 1, 0, 310.0
채류, 아욱, 아욱, 1, 0, 369.25
류, 오이, 백다다기, 1, 0, 450.0
류, 느타리버섯, 느타리버섯, 1, 0, 250.0
채류, 깻잎, 깻잎, 1, 0, 1100.0
류, 포도, 샤인마스캇, 1, 0, 500.0
류, 참다래(키위), 참다래, 1, 0, 840.0
류, 호박, 쥬키니호박, 1, 0, 200.0
, 감자, 기타감자, 1, 0, 130.0
과채류, 딸기, 설향, 1, 0, 1250.0
류, 참다래(키위), 참다래, 1, 0, 840.0
과채류, 딸기, 기타딸기, 1, 0, 1500.0
채류, 부추, 일반부추, 1, 0, 500.0
류, 표고버섯, 표고버섯, 1, 0, 600.0
류, 호박, 호박고지, 1, 0, 1300.0
류, 곶감, 기타곶감, 1, 0, 600.0
류, 배, 신고, 1, 0, 180.0
류, 감귤, 조생귤, 1, 0, 250.0
류, 감귤, 조생귤, 1, 0, 270.0
류, 배, 신고, 1, 0, 156.66667
과채류, 딸기, 설향, 1, 0, 860.0
류, 감귤, 천혜향, 1, 0, 333.33334
채류, 시금치, 시금치, 1, 0, 202.5
류, 감귤, 조생귤, 1, 0, 240.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 감귤, 레드향, 1, 0, 500.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 사과, 후지, 1, 0, 140.0
류, 배, 신고, 1, 0, 190.0
류, 배, 신고, 1, 0, 280.0
류, 포도, 샤인마스캇, 1, 0, 650.0
류, 배, 신고, 1, 0, 140.0
류, 배, 신고, 1, 0, 240.0
류, 바나나, 바나나, 1, 0, 246.15384
류, 바나나, 바나나, 1, 0, 246.15384
류, 배, 신고, 1, 0, 253.33333
류, 바나나, 바나나, 1, 0, 246.15384
, 고구마, 기타, 1, 0, 230.0
류, 체리, 체리, 1, 0, 960.0
류, 알타리무, 알타리무, 1, 0, 150.0
류, 감귤, 천혜향, 1, 0, 516.6667
과채류, 딸기, 기타딸기, 1, 0, 880.0
류, 포도, 샤인마스캇, 1, 0, 615.0
, 고구마, 기타, 1, 0, 110.0
과채류, 딸기, 설향, 1, 0, 900.0
류, 단감, 부유, 1, 0, 172.0
류, 새송이, 새송이버섯, 1, 0, 300.0
과채류, 토마토, 완숙토마토, 1, 0, 240.0
채류, 상추, 청상추, 1, 0, 705.0
과채류, 딸기, 장희, 1, 0, 1220.0
류, 감귤, 조생귤, 1, 0, 280.0
류, 오이, 취청, 1, 0, 392.0
과채류, 토마토, 토마토, 1, 0, 320.0
류, 사과, 미얀마, 1, 0, 69.5
류, 사과, 미얀마, 1, 0, 92.5
류, 방풍나물, 방풍나물, 1, 0, 300.0
류, 사과, 미얀마, 1, 0, 236.5
작물류, 유채, 식용, 1, 0, 217.5
류, 표고버섯, 표고버섯, 1, 0, 437.5
채류, 열무, 열무, 1, 0, 212.5
류, 가지, 가지, 1, 0, 360.0
채류, 열무, 열무, 1, 0, 212.5
 해조류, 미역, 물미역, 1, 0, 212.5
류, 사과, 미얀마, 1, 0, 138.5
류, 감귤, 조생귤, 1, 0, 120.0
류, 사과, 미얀마, 1, 0, 161.0
, 기타, 기타기타, 1, 0, 260.0
류, 사과, 미얀마, 1, 0, 176.5
류, 감귤, 조생귤, 1, 0, 140.0
류, 오이, 백다다기, 1, 0, 321.0
류, 감귤, 조생귤, 1, 0, 160.0
류, 당근, 당근, 0, 0, 80.0
과채류, 방울토마토, 대추방울, 1, 0, 350.0
류, 기타, 양채류, 1, 0, 750.0
류, 적채, 적채, 1, 0, 100.0
류, 표고버섯, 기타표고버섯, 1, 0, 659.375
류, 기타, 양채류, 1, 0, 750.0
류, 팽이버섯, 팽이1호, 1, 0, 274.3
류, 파프리카, 노랑파프리카, 1, 0, 1097.2
류, 적채, 적채, 1, 0, 100.0
류, 기타, 양채류, 1, 0, 700.0
채소류, 꽈리고추, 꽈리고추, 1, 0, 923.125
류, 느타리버섯, 느타리버섯, 1, 0, 385.0
채소류, 홍고추, 홍고추, 1, 0, 738.5
류, 적채, 적채, 1, 0, 100.0
채소류, 홍고추, 홍고추, 1, 0, 850.0
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 75.0
류, 느타리버섯, 느타리버섯, 1, 0, 385.0
류, 기타, 양채류, 1, 0, 700.0
채류, 시금치, 시금치, 1, 0, 160.0
채소류, 풋고추, 청양, 1, 0, 990.0
류, 기타, 양채류, 1, 0, 700.0
류, 무, 무말랭이, 1, 0, 650.0
채소류, 풋고추, 녹광, 1, 0, 500.0
과채류, 토마토, 토마토, 1, 0, 240.0
채류, 시금치, 시금치, 1, 0, 120.0
류, 칼리플라워(꽃양배추), 칼리플라워, 1, 0, 118.75
채소류, 풋고추, 녹광, 1, 0, 500.0
과채류, 딸기, 기타딸기, 1, 0, 3400.0
채소류, 풋고추, 녹광, 1, 0, 500.0
채류, 시금치, 시금치, 1, 0, 140.0
채류, 시금치, 시금치, 1, 0, 140.0
채류, 시금치, 시금치, 1, 0, 120.0
류, 포도, 샤인마스캇, 1, 0, 575.0
, 고구마, 밤고구마, 1, 0, 46.0
류, 사과, 후지, 1, 0, 90.0
과채류, 토마토, 토마토, 1, 0, 280.0
류, 양상추, 샤니레타스, 1, 0, 271.73914
류, 비트(붉은사탕무우), 비트, 1, 0, 120.0
채류, 깻잎, 깻잎, 1, 0, 660.0
, 고구마, 밤고구마, 1, 0, 46.0
류, 단감, 부유, 1, 0, 125.0
, 고구마, 밤고구마, 1, 0, 60.0
과채류, 딸기, 설향, 1, 0, 1275.0
채류, 시금치, 시금치, 1, 0, 460.0
류, 기타, 산나물, 1, 0, 900.0
, 고구마, 밤고구마, 1, 0, 180.0
과채류, 딸기, 설향, 1, 0, 450.0
과채류, 딸기, 설향, 1, 0, 820.0
채류, 쌈추, 쌈추, 1, 0, 476.1
채류, 깻잎, 기타깻잎, 1, 0, 250.0
과채류, 딸기, 장희, 1, 0, 1533.3334
채류, 쌈추, 쌈추, 1, 0, 1587.0
류, 느타리버섯, 기타느타리버섯, 1, 0, 325.0
채류, 깻잎, 깻잎, 1, 0, 1116.6666
류, 포도, 샤인마스캇, 1, 0, 775.0
과채류, 딸기, 설향, 1, 0, 950.0
류, 레몬, 레몬, 0, 0, 382.35294
채류, 쌈추, 쌈추, 1, 0, 396.75
채소류, 마늘, 풋마늘, 1, 0, 420.0
채류, 시금치, 시금치, 1, 0, 370.0
류, 감귤, 기타감귤, 1, 0, 272.0
, 고구마, 밤고구마, 1, 0, 180.0
류, 바나나, 바나나, 0, 0, 153.84616
과채류, 딸기, 설향, 1, 0, 1300.0
류, 감귤, 기타감귤, 1, 0, 302.0
류, 참다래(키위), 참다래, 1, 0, 840.0
채류, 깻잎, 깻잎, 1, 0, 466.66666
류, 파인애플, 파인애플, 0, 0, 208.33333
채류, 봄동배추, 봄동배추, 1, 0, 102.0
과채류, 딸기, 설향, 1, 0, 1050.0
류, 감귤, 기타감귤, 1, 0, 190.0
채류, 깻잎, 깻잎, 1, 0, 1150.0
과채류, 딸기, 설향, 1, 0, 950.0
채류, 깻잎, 깻잎, 1, 0, 1050.0
류, 감귤, 기타감귤, 1, 0, 240.0
류, 블루베리, 블루베리, 0, 0, 1333.3334
류, 감귤, 기타감귤, 1, 0, 204.0
채류, 깻잎, 기타깻잎, 1, 0, 312.5
류, 레몬, 레몬, 0, 0, 382.35294
과채류, 딸기, 설향, 1, 0, 1425.0
채류, 시금치, 시금치, 1, 0, 370.0
과채류, 딸기, 설향, 1, 0, 600.0
과채류, 토마토, 토마토, 1, 0, 154.0
류, 감귤, 기타감귤, 1, 0, 130.0
류, 곶감, 상주곶감, 1, 0, 642.8571
채류, 깻잎, 깻잎, 1, 0, 916.6667
과채류, 딸기, 설향, 1, 0, 1020.0
류, 감귤, 레드향, 1, 0, 333.33334
과채류, 딸기, 설향, 1, 0, 1100.0
류, 단감, 부유, 1, 0, 160.0
과채류, 딸기, 설향, 1, 0, 1350.0
류, 감귤, 기타감귤, 1, 0, 220.0
류, 배, 신고, 1, 0, 156.66667
류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 187.5
